,0,1
788,"[(200, 200), (78.22105627557342, 1221.5424265776971), (325.84321876936286, 1164.4359284556556), (594.1513686028943, 1147.1886800130242)]",0
789,"[(200, 200), (667.8253205847385, 1182.320784321974), (533.5136706869063, 1180.360940441823), (141.9678519972203, 1138.2617654577207)]",0
790,"[(200, 200), (637.3882429420513, 1113.677435203803), (333.19055878256256, 1198.4143003492081), (415.98158664439734, 1186.8818123755402)]",1
791,"[(200, 200), (161.7827430602234, 1169.4832233446746), (270.37443206391345, 1168.6799710386003), (436.77173466246313, 1244.8453787282401)]",1
792,"[(200, 200), (-58.67796306120678, 1161.3567007221723), (442.65146466602744, 1185.1714805529616), (203.6489447140627, 1155.0907121311175)]",0
793,"[(200, 200), (86.03723406257825, 1177.0581969845825), (456.7427772173352, 1150.247221549378), (609.1360064905957, 1113.6204266715138)]",0
794,"[(200, 200), (337.2324348731079, 1202.16012110275), (539.3923903288975, 1161.5694210506401), (666.1318255355966, 1134.6171650420629)]",0
795,"[(200, 200), (10.418787848061442, 1144.9069786825412), (212.82503866972417, 1207.459806628787), (132.71987184451785, 1130.9336557013482)]",0
796,"[(200, 200), (247.3881581417836, 1215.9732677104867), (-27.448405500266787, 1115.9201703992019), (261.90080872269016, 1203.7817249621971)]",0
797,"[(200, 200), (474.72412668770477, 1153.412744221311), (500.94698580007764, 1187.39895510988), (183.50798605324164, 1198.5562940006075)]",0
798,"[(200, 200), (102.93425754954579, 1163.4772783801302), (225.31322824971014, 1239.8360567042387), (235.618771017914, 1193.997627488219)]",1
799,"[(200, 200), (623.9596642016393, 1102.975191175829), (343.92802980258864, 1234.0244817857847), (531.8758296900963, 1196.8504589159866)]",0
800,"[(200, 200), (38.209512780305715, 1152.3749380299414), (115.31541501269083, 1192.2889611203411), (553.3004817421058, 1109.3317624445776), (-104.03170506376334, 1122.538845884781)]",0
801,"[(200, 200), (185.19220171891737, 1187.734816875161), (666.9848659432927, 1087.1895177996837), (340.5197973280874, 1155.78576275406), (564.5135311161536, 1097.6020158379883)]",0
802,"[(200, 200), (2.978932881976384, 1150.3062276923738), (48.89322710223077, 1157.6809046083017), (-8.374376434587859, 1173.563710278373), (561.4403049950402, 1110.3019211126293)]",0
803,"[(200, 200), (162.73647674883938, 1212.1172628036652), (-27.75462166641806, 1206.1672759288087), (68.9966279495969, 1164.9664640500016), (418.79459392200005, 1199.3950241611044)]",0
804,"[(200, 200), (332.41250769759847, 1198.2862961984831), (446.7691041884502, 1206.033583658806), (179.17345993607023, 1201.0853352916788), (91.14812947719875, 1123.9346209942917)]",0
805,"[(200, 200), (703.9974717299948, 1131.8267137674102), (506.84764211816014, 1124.064823076799), (-27.23302165138132, 1115.6979704585917), (10.764326030081278, 1184.534384635016)]",0
806,"[(200, 200), (217.62471586968218, 1172.4889617770473), (617.9557393530314, 1156.4072781479802), (376.4616250090567, 1179.8019744048543), (542.1355009459644, 1163.947302643977)]",0
807,"[(200, 200), (571.7485973656243, 1197.3542828403451), (-99.19705798194057, 1108.9599716719192), (31.839051384122172, 1174.327391996597), (417.1656492774426, 1223.1344378081421)]",0
808,"[(200, 200), (653.0925544611608, 1091.6330331667791), (-43.9377476637905, 1184.8339134288635), (137.12867931771126, 1153.8835103339115), (-32.80606984019491, 1118.6427510171968)]",0
809,"[(200, 200), (460.1956948346438, 1194.208881083362), (248.17559247923882, 1240.7567773381475), (8.069699475412875, 1078.2532107628042), (408.24478680048213, 1150.171113459829)]",0
810,"[(200, 200), (186.88479263863798, 1177.5548358674014), (561.6719935128207, 1186.8448794666333), (306.73210775101666, 1240.0517479039684), (212.37657471584475, 1215.4366006057446)]",0
811,"[(200, 200), (261.9524536209173, 1206.9865598590288), (342.8847021672077, 1219.7485235045556), (386.5409688466553, 1193.5434185663378), (499.7284519261625, 1237.9480483621446)]",0
812,"[(200, 200), (48.51216130706882, 1188.2800073478172), (666.0667139493235, 1166.1096289259888), (77.55755738261925, 1127.8631864323625), (412.389570559922, 1160.289803381124)]",0
813,"[(200, 200), (253.9108259844877, 1208.1347408738025), (408.361577238044, 1184.3668246289185), (656.3334210900629, 1158.0395309211476), (-53.952174673851474, 1151.468624735312)]",0
814,"[(200, 200), (513.2950966438897, 1200.5938693165192), (521.2427481053878, 1211.8442154389948), (259.09506173569093, 1211.004495143435), (141.70164455517892, 1146.5243291826187)]",0
815,"[(200, 200), (174.9559008586406, 1221.2554317459783), (76.23459122973506, 1237.5664830245257), (269.7289218192918, 1180.7421669981572), (452.2362085444657, 1193.6125418231866)]",0
816,"[(200, 200), (-5.477750050670636, 1156.7157284843888), (350.0485338596783, 1173.0464094184251), (143.88181393982953, 1184.2558096826024), (507.6803919114369, 1128.560449933541)]",0
817,"[(200, 200), (365.35949547940544, 1261.568930816956), (225.59001759272587, 1214.000301327625), (355.87496153582794, 1162.20255128117), (88.78153367942255, 1210.0873495362346)]",0
818,"[(200, 200), (597.0645766360684, 1154.9150036505268), (83.83650415360198, 1218.5329887793675), (496.9907252617735, 1161.0869088290608), (338.44450656693084, 1229.528540792838)]",0
819,"[(200, 200), (339.60367373606823, 1263.0456154734454), (227.24536715544644, 1213.633149845677), (368.2935226457082, 1176.054957614955), (-94.55928093836596, 1116.393420193232)]",0
820,"[(200, 200), (462.89490934815024, 1183.6227604174228), (612.7693047155849, 1131.7290002387074), (171.5652861112743, 1270.9736914836355), (453.86597682367756, 1196.0923556052378)]",0
821,"[(200, 200), (672.8705083578751, 1171.673071078652), (168.4113235532273, 1173.6134667932938), (410.5041052411397, 1162.0953734560364), (596.1544734410763, 1158.6351461016955)]",0
822,"[(200, 200), (193.83216549825332, 1168.8361366843374), (215.56503970687604, 1164.8753919012706), (263.1937344298508, 1197.097000361971), (438.87590956318064, 1169.1765018165459)]",0
823,"[(200, 200), (315.5237343458358, 1163.7938137768917), (122.06827573371646, 1207.6668419453488), (-39.91085842092431, 1125.1143918647088), (-59.20348141057015, 1119.8412362614317)]",0
824,"[(200, 200), (-21.398518360704983, 1121.9401283270056), (-60.80473059712432, 1106.6152289268282), (57.98088101138751, 1076.3470819944937), (377.32236900475147, 1181.2882590415916)]",0
825,"[(200, 200), (131.74145482553888, 1172.6042048640418), (306.9820383787748, 1197.6682909687438), (0.40816977110168295, 1142.3721006931899), (-30.5004659735134, 1125.8823816564668)]",0
826,"[(200, 200), (217.28366235678908, 1161.9888129013868), (35.33301297095886, 1141.5221881571993), (-29.306783729623618, 1123.6776518975946), (489.34332611728075, 1264.4761645936833)]",0
827,"[(200, 200), (114.19527354697692, 1152.2719341891113), (300.183399398111, 1222.7279213835352), (254.71200779834967, 1229.7137967743647), (-70.97385658761753, 1142.1596441960212)]",0
828,"[(200, 200), (128.89937847830964, 1202.6955722929167), (36.37465397692736, 1129.121975673511), (-59.322010769368006, 1150.5152051048312), (150.60735731920045, 1197.379060753454)]",0
829,"[(200, 200), (167.61010421153657, 1196.210661061482), (482.1721638152318, 1191.5257878847121), (-36.032547410740506, 1093.3444179283138), (13.663173135467247, 1107.1345855018217)]",0
830,"[(200, 200), (138.55921373837066, 1203.1903426544363), (628.9033832250127, 1149.9498494342445), (-40.53487951471239, 1111.1776049270954), (-38.996332988786335, 1126.8215847580998)]",0
831,"[(200, 200), (494.26845139678346, 1151.6396384714124), (430.32535330498325, 1214.9103707236359), (440.5754687392783, 1191.9276071461518), (575.5035890918318, 1184.1222850067882)]",0
832,"[(200, 200), (171.33109607097214, 1194.3048592329992), (649.3214804871708, 1153.4787474379477), (275.2695657912127, 1219.3466556629305), (278.6865466147824, 1195.79581056606)]",0
833,"[(200, 200), (420.41223376829, 1104.4730934833576), (529.1767634949733, 1161.1508151435837), (494.95039182200395, 1214.5292085708375), (605.8545541677149, 1157.0932357215895)]",0
834,"[(200, 200), (519.2786521021291, 1123.0986981079368), (442.3643786603083, 1129.3398642434606), (260.67350150356344, 1188.4268034000795), (52.531819880771735, 1148.0383831868703)]",0
835,"[(200, 200), (-63.68648470025019, 1113.4784882194047), (541.0186084257199, 1159.6889306493877), (576.5995816789325, 1146.1464842229034), (605.0607839643782, 1148.2659458929302)]",0
836,"[(200, 200), (677.5564725302656, 1146.0218629648473), (574.9545742444138, 1180.539668810031), (312.31166794179023, 1160.8442448409226), (-42.143479924844854, 1170.732479175894)]",0
837,"[(200, 200), (618.7722908289144, 1101.5754154549847), (186.8119897096086, 1162.5772805273996), (-11.201335022974732, 1148.629392851036), (558.4589702897263, 1170.4405157541232)]",0
838,"[(200, 200), (335.1975340358215, 1220.2470017989012), (87.1146818878361, 1169.5359514720822), (-5.259288935431073, 1154.9408696777577), (455.17317386296224, 1193.5583527301148)]",0
839,"[(200, 200), (390.8656507682758, 1216.4486987492865), (566.9245219929538, 1161.7589424885698), (164.12000937311487, 1241.832979687297), (216.8105043451958, 1223.384852279797)]",0
840,"[(200, 200), (418.1971176030547, 1200.2803002445137), (71.17662149194632, 1199.7543024543083), (542.4219872147108, 1163.0923236848657), (257.7417622101034, 1172.3566845188457)]",0
841,"[(200, 200), (587.8074794095216, 1170.9805958391116), (646.2877150863952, 1186.0451603087204), (344.44235481576095, 1205.946172366938), (252.52837056870555, 1221.6185946501032)]",0
842,"[(200, 200), (92.58709474809191, 1235.3052013891727), (566.1928199172031, 1171.7571403385796), (221.24512329022212, 1177.6604594819278), (607.5207361587336, 1163.7229108654417)]",0
843,"[(200, 200), (192.12023860437972, 1161.3844234064286), (26.533128307258266, 1093.1668039621939), (26.022109516996707, 1185.9779948591172), (205.44095697540382, 1204.8455745499887)]",0
844,"[(200, 200), (577.6386759803281, 1104.6532268342228), (147.89837123843296, 1208.771716874761), (316.87331315981544, 1248.3192130901557), (588.769516773596, 1105.15097817627)]",0
845,"[(200, 200), (273.24131950044125, 1232.8420470404583), (448.050816224928, 1188.415744872952), (609.9574105425017, 1118.6295269150175), (116.03655134305748, 1251.068980762089)]",0
846,"[(200, 200), (235.56970176553455, 1209.2814390192518), (93.78806711242339, 1142.1941026489253), (-40.504467883733156, 1166.0183824970204), (527.2493190473463, 1159.7405201025)]",0
847,"[(200, 200), (269.68393769422937, 1173.8890250584502), (447.60813266899993, 1204.5883427751544), (394.0240931996393, 1147.0345594753703), (220.555666544259, 1157.4240933374347)]",0
848,"[(200, 200), (701.8219354811579, 1121.2599319903547), (487.3324645870339, 1110.0270311659), (285.69369912595175, 1207.0106228717423), (390.709173338138, 1210.4841107013772)]",0
849,"[(200, 200), (223.71878304119886, 1168.2958544354653), (145.44118582955826, 1163.4806466480986), (251.4187953531826, 1160.1211472281173), (631.2106770257876, 1209.963338304852)]",1
850,"[(200, 200), (75.46480010717741, 1148.4180889933796), (98.52601511591706, 1189.978749086327), (21.977492920573752, 1169.3852124705827), (204.6872955465838, 1153.1503700138205)]",0
851,"[(200, 200), (669.9732660422557, 1118.3283353001937), (610.9458538765151, 1110.3084062689466), (604.9719023448075, 1117.7080089234043), (108.92634162130102, 1149.0379910483541)]",1
852,"[(200, 200), (589.6531513800101, 1160.5351239290364), (338.1609115012374, 1227.2863422495818), (222.33810012751195, 1217.0822486980242), (216.81108004733233, 1209.7373992808962)]",1
853,"[(200, 200), (675.0631201252445, 1167.2388722707537), (699.2498871566589, 1125.5923016267204), (150.9920396448386, 1211.9186259181165), (603.5814769602482, 1137.6008165586036)]",0
854,"[(200, 200), (-18.57322515717138, 1139.6039638306768), (282.7614255761028, 1194.2231590669307), (415.6359168792129, 1239.8831939183058), (353.21837774694063, 1170.1268919211705)]",0
855,"[(200, 200), (99.83135441570687, 1173.6239221244334), (382.6564126997573, 1187.4620874030766), (570.1337259686586, 1102.6564762230673), (355.4503049750339, 1196.319392308484)]",1
856,"[(200, 200), (-3.768917124215349, 1102.3243575000577), (12.227119165819019, 1164.1174338906594), (44.619805491726254, 1164.4065078172755), (34.99034023867284, 1181.7927189945558)]",1
857,"[(200, 200), (-27.960649154528255, 1150.4740006970972), (306.92990982418235, 1160.5305413372444), (-10.684991865242793, 1117.0071956529641), (169.8087803775016, 1178.3376690217162)]",0
858,"[(200, 200), (10.44929776588907, 1176.5864389705343), (-43.47863879952678, 1145.7889888899194), (207.37112385495425, 1181.1658505216346), (34.37560004921848, 1216.3582087376117)]",0
859,"[(200, 200), (7.834312800008718, 1205.2750953900456), (610.0852460946863, 1067.6582548926), (20.530370026282753, 1153.1065700878469), (674.4698610357069, 1088.6369357613448)]",0
860,"[(200, 200), (501.08203513940896, 1167.0971948586102), (-95.94208100688513, 1117.5758368180207), (378.9333616699223, 1219.4194240812171), (490.46629950626743, 1220.0458785309843)]",0
861,"[(200, 200), (470.0967734062173, 1186.8972168471712), (637.620263161386, 1146.155249294171), (418.26459280859166, 1242.1998745900314), (169.33096707201747, 1200.7850613736173)]",0
862,"[(200, 200), (480.9170928798942, 1142.5886283472548), (335.13183123247563, 1192.9113910971346), (-0.3117311052282048, 1120.2741637097197), (364.4288002499564, 1206.0472292472334)]",0
863,"[(200, 200), (638.8131795134339, 1180.0381043878028), (704.8740641006793, 1167.8622678869517), (656.6465258617789, 1101.3272609997482), (111.0691196716804, 1129.560867091733)]",0
864,"[(200, 200), (704.2727393747477, 1136.1710485234453), (92.28668199048127, 1123.5589427491752), (101.49845110708375, 1194.0470368614356), (621.2074343133069, 1158.336113907344)]",0
865,"[(200, 200), (510.9991176910945, 1200.9258430931873), (329.1028005434958, 1256.3860671596635), (685.7676524914407, 1199.9209851400026), (546.9630554962425, 1170.4385341469338)]",0
866,"[(200, 200), (141.29070992496014, 1197.1671099759933), (112.2890606486873, 1198.289748056212), (261.5045047818757, 1202.7079438727515), (71.23560303572594, 1187.4398892747095)]",0
867,"[(200, 200), (221.5258735287666, 1175.951217964124), (402.9209428094593, 1166.8500945201079), (383.885968033069, 1211.4754575579589), (-59.67093968879176, 1153.0892849943384)]",0
868,"[(200, 200), (186.3184484642205, 1169.4014455681245), (274.53524997453906, 1172.9732792683258), (268.7675522207717, 1184.488610992803), (270.8714853670559, 1206.8099934619618)]",0
869,"[(200, 200), (609.419124909788, 1135.3232514446374), (294.2915517670399, 1197.6880571400136), (-7.155258573494677, 1155.8602206397773), (475.7662311590592, 1236.2930157858789)]",0
870,"[(200, 200), (470.7180156332599, 1192.2636178562964), (396.4504896491121, 1169.881405894954), (376.31000812800625, 1170.178236815569), (396.39607329187334, 1233.8746259692969)]",0
871,"[(200, 200), (558.3116810991196, 1134.2440837950135), (726.6975427843174, 1092.9513950467663), (215.90429015709333, 1190.8513140112018), (501.07342679290826, 1213.8544553136328)]",0
872,"[(200, 200), (665.9337634419975, 1169.3342012439525), (53.030341580570166, 1151.1305624137572), (335.76017997829075, 1240.4793711781383), (443.0583052839656, 1193.7997260840607)]",0
873,"[(200, 200), (-50.3969115350742, 1130.3529990291656), (342.3345569966302, 1195.6469970916608), (-37.06683263103814, 1101.0359985984046), (358.4560463570099, 1182.8199848261966)]",0
874,"[(200, 200), (123.54854109760385, 1174.5158763124414), (181.97739150874105, 1154.2295147001134), (470.9468477588604, 1171.3662116184528), (177.09536499931892, 1203.831428584035)]",0
875,"[(200, 200), (68.81502077257511, 1190.98894351546), (518.5826402607233, 1200.1878970099324), (7.029190477220098, 1152.0696191169839), (152.06979347930667, 1182.3848870619095)]",0
876,"[(200, 200), (-37.327985818478595, 1094.0074357380058), (291.8621198254614, 1180.8867588295948), (367.4236106925, 1212.5628708800323), (72.57293563228785, 1216.1015388084668)]",0
877,"[(200, 200), (368.6278901112348, 1194.0750053236486), (619.9504276079873, 1149.632768570524), (120.1238516082619, 1206.132398281302), (365.9617969717436, 1148.0341830983277)]",0
878,"[(200, 200), (327.81874227248716, 1177.080745588424), (77.54466039611552, 1177.545925795962), (637.3127443579128, 1141.3601543545792), (597.9761392494447, 1123.0628983075785)]",0
879,"[(200, 200), (644.6458505286807, 1136.1334248981723), (-31.929202677131485, 1127.5729410418946), (538.5071874964799, 1155.4654167569859), (567.0221912690922, 1185.0907722550842)]",0
880,"[(200, 200), (230.6810106476935, 1177.7637987927262), (145.6391034544195, 1207.303040009656), (52.17639893847425, 1168.3536740805587), (478.61197755612943, 1164.6151385005683)]",0
881,"[(200, 200), (0.24913970652792727, 1145.1220225835593), (136.20805353069565, 1031.4231961843868), (-61.50957568600742, 1149.570449080426), (210.87412047325222, 1235.6596123893544)]",0
882,"[(200, 200), (2.061052473353328, 1158.9221637142693), (268.52111476853065, 1230.395841838722), (281.9600664358807, 1257.502251391351), (28.988300530126338, 1131.3495077090886)]",0
883,"[(200, 200), (391.3292401210709, 1180.5271291128645), (466.389831051617, 1247.9023690841752), (471.659953433801, 1159.3357518954708), (617.7847891500041, 1113.4327809702247)]",0
884,"[(200, 200), (467.4376665025608, 1198.407627382855), (89.37397900513251, 1204.7426380828542), (348.2285861640944, 1245.0091645027956), (245.3530440712342, 1190.334435924466)]",1
885,"[(200, 200), (326.1331905744492, 1189.065566050473), (572.5332384996141, 1164.1214078863309), (-18.586527659202133, 1142.482702929387), (506.6563809136768, 1203.8710646407267)]",1
886,"[(200, 200), (71.92432886334696, 1156.447418006776), (311.2867881756415, 1197.1463280980988), (629.803804703752, 1155.4302923971418), (298.0351725339499, 1208.7073851531143)]",0
887,"[(200, 200), (414.34696586530794, 1257.5527569009073), (46.1499760291337, 1162.4203048965846), (561.6736369473881, 1174.5007814904893), (-108.40772004069223, 1125.5161283824211)]",0
888,"[(200, 200), (120.02996731241727, 1158.7001727483969), (499.56305489718886, 1141.3267279260492), (490.3635798101958, 1156.6317542869288), (592.917562629333, 1156.123571807869)]",0
889,"[(200, 200), (-6.599388230806596, 1196.0953354209223), (-17.9920509756096, 1153.9371627152157), (565.6732881504439, 1115.7650592710745), (-31.887272169630066, 1102.7331847216317)]",0
890,"[(200, 200), (341.3024266858963, 1176.1837588385702), (200.52142190346603, 1177.4987358629191), (68.29638679777888, 1135.689890338855), (-62.113520583346414, 1160.764342729946)]",0
891,"[(200, 200), (545.2646002380868, 1168.5638812268746), (319.9243742490755, 1199.2231338490874), (516.0778948820306, 1120.2496912132908), (-76.0423176148018, 1188.4866300060987)]",0
892,"[(200, 200), (231.25682384950292, 1168.3608041052948), (15.62087908895279, 1147.1485053269719), (128.71671631955005, 1162.5238986595944), (233.03880015901302, 1191.7736638231243)]",0
893,"[(200, 200), (6.994082317369845, 1132.6604199041053), (69.06272325204066, 1212.3524137735494), (477.5050494366664, 1114.2148726818493), (601.0077825802164, 1161.2681915956298)]",1
894,"[(200, 200), (100.22664018855082, 1156.4627176750907), (-29.161651833807667, 1137.2040520746814), (580.9765421179955, 1127.5463772873973), (70.92953086751301, 1141.2319410502564)]",1
895,"[(200, 200), (616.1577315388744, 1160.3537685876547), (334.66839689219046, 1187.6849984613395), (687.1262041997328, 1089.501985924206), (566.7535182780617, 1178.3005688962548)]",1
896,"[(200, 200), (-6.876111014693322, 1138.590748308814), (196.50711538360144, 1152.5919729615437), (358.9534507771556, 1209.0373371261207), (406.36715167518776, 1215.524261190963)]",0
897,"[(200, 200), (325.7795816770839, 1253.9632519822676), (677.2136544294221, 1159.3728667675437), (-76.84104629722205, 1138.8881927607283), (85.95432867090662, 1221.405430028994)]",0
898,"[(200, 200), (426.78800946359036, 1218.3991902294072), (539.2814853138354, 1117.4036017383828), (-34.34783857403403, 1135.0876770228197), (-100.66186316328566, 1115.1787014834429)]",0
899,"[(200, 200), (355.30990021549474, 1175.030029296), (627.6269464034565, 1106.465824566915), (81.76258168003793, 1194.2836284436032), (115.56518065826862, 1195.0885173843124)]",0
900,"[(200, 200), (271.3567372274716, 1180.6703182509548), (426.636429643007, 1152.8797726235734), (535.3052634722603, 1164.6725701455605), (383.1490466302731, 1163.9212021700528)]",0
901,"[(200, 200), (156.872178216463, 1143.911153924687), (52.99137828311325, 1207.1959438662254), (618.870234791607, 1111.6764898891859), (603.2981784258216, 1190.8178165889403)]",0
902,"[(200, 200), (354.7207761060072, 1205.6477812439175), (608.4584546244229, 1108.7557522832617), (644.3746631204042, 1170.69609075654), (60.94083357537906, 1196.7266079501858)]",0
903,"[(200, 200), (-71.5877023663723, 1182.6601334972736), (505.5981418368084, 1254.6540995131909), (575.5432241227833, 1207.4703972256652), (425.46580032453244, 1249.57080619081)]",1
904,"[(200, 200), (422.172455036152, 1190.5075853409155), (616.4509275669385, 1115.7653190778753), (410.2833998149122, 1164.7198005627613), (630.1874051602113, 1166.0751227374228)]",0
905,"[(200, 200), (253.32844125199358, 1147.7899079643814), (65.08988854928607, 1176.749708666492), (350.84669977940837, 1207.413249617096), (56.3450448925133, 1159.9751980129327)]",0
906,"[(200, 200), (11.78932238405173, 1144.1620443293043), (76.16311676738708, 1174.4520150742867), (37.84171408072852, 1160.898452209618), (651.3245748454224, 1171.2782958160783)]",0
907,"[(200, 200), (321.2612100049244, 1222.9264902396576), (498.67662620806976, 1154.6830722961365), (603.4148453261423, 1164.7544190732287), (123.2447388839442, 1172.6916906370848)]",0
908,"[(200, 200), (-123.58079432934089, 1036.8839635272293), (578.7921370637052, 1143.594183363316), (288.4280636333687, 1195.9338212592306), (486.1318054163692, 1202.8569092713442)]",0
909,"[(200, 200), (450.49746304013354, 1171.909328534282), (-78.14271288761697, 1143.3146839693068), (486.61862727901274, 1160.794188845188), (-83.79789873129499, 1136.849291406303)]",0
910,"[(200, 200), (467.976116945689, 1212.0845008070467), (627.3234112014329, 1115.355030695789), (433.2233322349107, 1238.5933010678586), (613.9521346195709, 1145.913097764167)]",0
911,"[(200, 200), (731.3835073357595, 1090.2403644862966), (-26.341717370340334, 1152.5300577207793), (95.92208507112036, 1142.8999107506268), (498.088328732766, 1140.627371739612)]",0
912,"[(200, 200), (612.4908221314123, 1117.5994773339598), (155.8317383832414, 1132.8289351318883), (97.80631579089989, 1188.9595988886504), (34.70195201994092, 1161.9116435701096)]",0
913,"[(200, 200), (182.43261337502946, 1228.3048079282978), (120.36729327348809, 1223.0168040140118), (-84.96589359681278, 1145.2839788737144), (258.2990870854527, 1199.5022231610242)]",0
914,"[(200, 200), (371.0211514951428, 1181.7332881097614), (532.0284036985497, 1200.4126909925892), (493.77564256083764, 1216.0598848529135), (458.0340063715475, 1155.9311498133713)]",0
915,"[(200, 200), (84.72650933314023, 1164.4326265460895), (102.18251998284371, 1196.705686653107), (376.76811256866023, 1176.1773880962523), (309.58204818137403, 1277.087875047931)]",0
916,"[(200, 200), (439.29993341925996, 1212.1882641350385), (531.8021792031392, 1191.2351273069569), (315.181713265147, 1195.051069469903), (622.6911228046787, 1134.6947460772888)]",0
917,"[(200, 200), (561.5413994326768, 1127.1320887843767), (348.754721983261, 1229.8676539354553), (179.20081223100922, 1149.7478380434868), (574.5886263638615, 1191.3863556786052)]",0
918,"[(200, 200), (62.22494847232909, 1148.7631778182895), (266.00659299669564, 1237.4583255426528), (-92.78517410654678, 1063.7601854109378), (559.3936146426695, 1190.5954250178902)]",0
919,"[(200, 200), (619.1917977495104, 1118.4610133888807), (465.49938517715685, 1217.451450871186), (-58.85433841097293, 1123.2593718540372), (405.74851827976227, 1213.0549061704214)]",0
920,"[(200, 200), (208.49616041608752, 1184.5817494313908), (573.5684702152819, 1178.4697332473495), (227.50869470431306, 1180.3219116291366), (381.2546360474947, 1204.4466112985028)]",0
921,"[(200, 200), (167.75384515277855, 1172.8465658522807), (314.881327845911, 1188.1978988000908), (386.8630036049137, 1186.284958139722), (565.1575538074435, 1168.920478039601)]",0
922,"[(200, 200), (607.1018168885245, 1155.7052093219045), (193.81449310346335, 1179.5306587561204), (11.418281645807326, 1134.0646354369628), (354.6589954928393, 1150.0316634347964)]",0
923,"[(200, 200), (298.74340185225003, 1176.5475650357387), (603.3927375071132, 1108.809660306581), (454.0997468604039, 1167.671591048681), (64.17997855329546, 1148.663843122894)]",0
924,"[(200, 200), (510.2206064652299, 1170.796171750245), (412.9974156261445, 1231.066556437845), (672.5043998749081, 1094.939789468282), (383.2319625396125, 1141.5238846969187)]",0
925,"[(200, 200), (155.58781592101508, 1174.155778714036), (350.1298703462592, 1202.280977534087), (221.72614925373998, 1222.3545577570906), (218.30395286908316, 1121.3467949778963)]",0
926,"[(200, 200), (160.61853035077502, 1210.2219271929387), (-6.8978782767961775, 1192.6793178281637), (265.06833047540715, 1220.7503712101623), (129.91073584317158, 1166.7835437236579)]",0
927,"[(200, 200), (448.9722736139241, 1174.1590383845223), (678.0222029406723, 1159.0590291817848), (205.30429266438142, 1160.7318758171346), (461.24498211173574, 1211.8805929738462)]",0
928,"[(200, 200), (590.7336788968346, 1131.9802767802073), (142.89460416519847, 1163.0313328686673), (-3.4991630834690426, 1138.8293507715955), (321.2167814238346, 1205.0965512788543)]",0
929,"[(200, 200), (536.4830897421919, 1109.6061112480734), (118.76489735498521, 1194.2489184117646), (79.69933336632266, 1226.828827435644), (244.75287950647277, 1218.7495895203206)]",0
930,"[(200, 200), (632.5664754433418, 1099.577058539401), (532.3013923636946, 1103.7592016561125), (196.20519364397532, 1174.6616171351718), (-138.84693413258537, 1071.3558871142359)]",0
931,"[(200, 200), (-51.14309476784517, 1093.7157087184578), (-82.24799713497461, 1187.8420895829768), (12.138044085236515, 1148.4185622187495), (-8.114843540399875, 1169.1502723455092)]",0
932,"[(200, 200), (499.0128650055818, 1154.4760223173005), (364.6592678632479, 1247.3795559315038), (520.3116316931628, 1125.9549056903593), (275.2521661317634, 1221.2794677358943)]",0
933,"[(200, 200), (607.6274448685604, 1121.743656354479), (162.63114198038727, 1225.8110099857001), (52.32097026473055, 1112.593929181218), (677.4234863688534, 1128.3685502520907)]",0
934,"[(200, 200), (710.3409873265596, 1109.785129044687), (482.3872539920397, 1159.9412671736793), (525.2775542358446, 1107.590800236168), (578.8711478341331, 1097.9906427185506)]",0
935,"[(200, 200), (562.3295281098733, 1101.1309264046893), (210.87717476610993, 1171.6637794815624), (70.61612219126219, 1156.3862168137684), (378.56618529983535, 1241.6886688797008)]",0
936,"[(200, 200), (4.981547890318495, 1137.7729109099264), (38.813140977093, 1185.9663035241224), (403.0417056277481, 1183.431568617299), (114.00362696528632, 1130.3891931823555)]",0
937,"[(200, 200), (-75.10953192587311, 1133.2868892810561), (590.3762562613331, 1164.9831869668567), (476.96250538043, 1177.417038328526), (9.811720737164265, 1166.0469019361803)]",0
938,"[(200, 200), (590.248686334179, 1110.1943793638638), (338.4403699063768, 1229.935202434228), (592.0195997708848, 1183.7860081136341), (422.8724352670939, 1238.4196575185133)]",0
939,"[(200, 200), (580.8303625051739, 1124.2687398413445), (489.93569311982463, 1156.4972025047477), (460.4698276178634, 1176.627777989851), (354.8332777761714, 1155.1976475534416)]",0
940,"[(200, 200), (193.41460318953426, 1225.8264200924182), (97.59326623332652, 1207.9073220628356), (118.95528000997027, 1134.5420489385192), (420.9446317344517, 1142.9986795203283)]",0
941,"[(200, 200), (242.81058863892144, 1194.779766930162), (141.43743173658373, 1197.8296483133083), (359.89052371257634, 1201.7229484199756), (98.37134884198963, 1214.0858976292996)]",1
942,"[(200, 200), (379.69450504771953, 1171.0442300622733), (16.346389645804166, 1106.7058794102002), (405.46338585632225, 1185.0331553624223), (246.6805645535945, 1190.8634875896937)]",0
943,"[(200, 200), (35.26304747725095, 1181.0418689942958), (272.75577736543465, 1240.6406778101887), (248.54875377435263, 1194.8114545929395), (180.69674862100987, 1211.6321411956096)]",0
944,"[(200, 200), (315.3347016066664, 1149.8894005709067), (642.9111780377564, 1134.0168825773096), (396.0762010896979, 1203.2685771416204), (166.3857115649283, 1166.709962475512)]",0
945,"[(200, 200), (-35.45597512474936, 1108.0021154762157), (266.95274443108076, 1259.9134961866323), (268.8344434344882, 1215.6276795027618), (566.4657304993068, 1192.592297491173)]",0
